"ORDEN_PRODUCCION","SECUENCIA_PAQUETE","ESTILO","TALLA","PRENDAS","FECHA_TERMINO"
"887140","6","10098","S","21","5/10/2024 14:04:40"
"887140","7","10098","M","38","5/10/2024 14:06:12"
"887140","8","10098","M","38","7/10/2024 14:19:42"
"887140","9","10098","M","38","5/10/2024 13:44:57"
"887140","10","10098","M","38","7/10/2024 10:25:22"
"887140","11","10098","M","37","7/10/2024 18:13:52"
"887140","12","10098","M","15","7/10/2024 13:31:16"
"887140","13","10098","L","38","9/10/2024 17:20:20"
"887140","14","10098","L","35","7/10/2024 10:39:14"
"887140","15","10098","L","38","5/10/2024 11:30:37"
"887140","16","10098","XL","38","9/10/2024 17:15:04"
"887150","1","214949","XS","3","30/09/2024 19:12:13"
"887150","2","214949","SM","21","30/09/2024 18:54:43"
"887150","3","214949","MED","42","30/09/2024 19:08:24"
"887150","4","214949","LG","27","30/09/2024 18:56:06"
"887150","5","214949","XL","19","30/09/2024 18:33:36"
"887151","1","65071","85","13","4/10/2024 11:28:21"
"887151","2","65071","90","33","4/10/2024 11:24:46"
"887151","3","65071","100","43","4/10/2024 12:35:44"
"887151","4","65071","110","28","4/10/2024 12:39:31"
"887154","7","PLCNE0027D","4","52","9/10/2024 19:11:08"
"887154","8","PLCNE0027D","4","52","10/10/2024 16:51:00"
"887164","1","66708","85","26","3/10/2024 18:21:57"
"887164","2","66708","85","25","3/10/2024 18:25:57"
"887164","3","66708","85","9","4/10/2024 14:07:03"
"887164","4","66708","90","26","4/10/2024 14:13:39"
"887164","5","66708","90","25","3/10/2024 16:52:47"
"887164","6","66708","90","26","4/10/2024 14:10:54"
"887164","7","66708","90","25","3/10/2024 16:44:53"
"887164","8","66708","90","6","3/10/2024 16:44:53"
"887164","9","66708","100","26","4/10/2024 14:23:45"
"887164","10","66708","100","25","4/10/2024 14:13:54"
"887164","11","66708","100","26","4/10/2024 14:21:27"
"887164","12","66708","100","25","4/10/2024 14:18:23"
"887164","13","66708","100","25","3/10/2024 17:01:25"
"887164","14","66708","100","16","3/10/2024 18:12:27"
"887164","15","66708","110","26","3/10/2024 18:50:11"
"887164","16","66708","110","25","4/10/2024 14:36:16"
"887164","17","66708","110","26","4/10/2024 14:29:42"
"887164","18","66708","110","25","3/10/2024 18:11:43"
"887164","19","66708","110","26","3/10/2024 18:17:01"
"887164","20","66708","110","25","3/10/2024 16:36:25"
"887165","1","66708","120","26","3/10/2024 11:53:46"
"887165","2","66708","120","25","3/10/2024 11:27:51"
"887165","3","66708","120","26","3/10/2024 10:52:35"
"887165","4","66708","120","25","3/10/2024 11:45:07"
"887165","5","66708","120","26","3/10/2024 11:23:16"
"887165","6","66708","120","25","3/10/2024 10:29:48"
"887165","7","66708","120","10","3/10/2024 10:31:37"
"887165","8","66708","130","26","3/10/2024 10:36:48"
"887165","9","66708","130","25","3/10/2024 10:24:55"
"887165","10","66708","130","26","3/10/2024 18:09:21"
"887165","11","66708","130","25","4/10/2024 13:36:43"
"887165","12","66708","140","26","4/10/2024 11:31:22"
"887165","13","66708","140","25","3/10/2024 9:00:28"
"887165","14","66708","140","9","3/10/2024 13:54:32"
"887165","15","66708","150","26","4/10/2024 9:56:36"
"887165","16","66708","150","8","3/10/2024 10:09:54"
"887165","17","66708","160","26","3/10/2024 11:12:31"
"887165","18","66708","160","16","3/10/2024 12:08:45"
"887166","2","TH6709-51","3","84","7/10/2024 17:10:18"
"887166","3","TH6709-51","3","53","11/10/2024 10:32:18"
"887166","4","TH6709-51","4","79","9/10/2024 16:55:29"
"887166","5","TH6709-51","4","78","7/10/2024 20:05:39"
"887167","1","TH6709-51","4","80","7/10/2024 15:25:58"
"887167","2","TH6709-51","4","80","7/10/2024 17:45:50"
"887167","3","TH6709-51","5","78","7/10/2024 17:35:52"
"887167","4","TH6709-51","5","78","7/10/2024 17:18:41"
"887167","5","TH6709-51","5","78","7/10/2024 17:39:21"
"887168","1","TH6709-51","5","77","7/10/2024 19:04:32"
"887168","3","TH6709-51","6","70","9/10/2024 15:35:43"
"887168","4","TH6709-51","6","70","7/10/2024 17:29:10"
"887168","5","TH6709-51","6","70","7/10/2024 18:28:26"
"887169","2","TH6709-51","6","38","7/10/2024 19:10:09"
"887169","4","TH6709-51","7","67","9/10/2024 15:26:35"
"887169","5","TH6709-51","7","47","9/10/2024 15:44:33"
"887169","6","TH6709-51","8","62","9/10/2024 18:00:29"
"887169","8","TH6709-51","9","40","9/10/2024 18:46:12"
"887176","1","214949","SM","11","30/09/2024 18:52:47"
"887176","2","214949","MED","20","30/09/2024 19:08:52"
"887176","3","214949","LG","23","30/09/2024 18:50:21"
"887176","4","214949","XL","9","30/09/2024 19:11:10"
"887186","1","513035","SM","20","10/10/2024 15:33:10"
"887186","2","513035","MED","18","9/10/2024 16:59:09"
"887186","3","513035","MED","17","9/10/2024 16:57:22"
"887186","4","513035","MED","18","9/10/2024 16:52:19"
"887186","5","513035","LG","21","9/10/2024 16:31:27"
"887186","6","513035","LG","20","9/10/2024 19:18:14"
"887186","7","513035","LG","18","9/10/2024 15:29:59"
"887186","8","513035","LG","17","9/10/2024 16:55:33"
"887186","9","513035","LG","21","9/10/2024 17:00:30"
"887186","10","513035","XL","21","10/10/2024 15:21:49"
"887186","11","513035","XL","20","10/10/2024 15:39:38"
"887186","12","513035","XXL","16","10/10/2024 14:12:44"
"887186","13","513035","XXL","17","10/10/2024 14:17:14"
"887207","1","81338","85","48","5/10/2024 12:21:37"
"887207","2","81338","85","11","5/10/2024 8:45:22"
"887207","3","81338","90","48","5/10/2024 9:53:34"
"887207","4","81338","90","48","5/10/2024 9:55:38"
"887207","5","81338","90","32","5/10/2024 7:41:21"
"887207","6","81338","100","48","5/10/2024 7:34:38"
"887207","7","81338","100","47","4/10/2024 17:53:40"
"887207","8","81338","100","29","5/10/2024 8:55:38"
"887207","9","81338","100","29","5/10/2024 9:12:01"
"887207","10","81338","110","48","5/10/2024 9:07:42"
"887208","1","81338","110","48","4/10/2024 16:18:13"
"887208","2","81338","110","48","4/10/2024 15:55:53"
"887208","3","81338","110","43","4/10/2024 16:22:13"
"887208","4","81338","120","48","4/10/2024 16:12:41"
"887208","5","81338","120","48","4/10/2024 16:32:15"
"887208","6","81338","120","48","4/10/2024 16:58:39"
"887208","7","81338","120","48","4/10/2024 16:56:21"
"887208","8","81338","120","29","4/10/2024 16:48:33"
"887208","9","81338","120","27","4/10/2024 16:07:50"
"887209","1","81338","130","48","5/10/2024 0:19:14"
"887209","2","81338","130","48","5/10/2024 0:14:33"
"887209","3","81338","130","48","5/10/2024 0:28:04"
"887209","4","81338","130","32","5/10/2024 0:22:54"
"887209","6","81338","140","29","5/10/2024 0:08:49"
"887209","7","81338","140","48","5/10/2024 0:33:59"
"887209","8","81338","150","48","5/10/2024 0:04:29"
"887209","10","81338","160","48","7/10/2024 13:53:33"
"887221","1","82549","85","30","9/10/2024 9:25:45"
"887221","2","82549","85","22","9/10/2024 10:22:41"
"887221","3","82549","90","42","9/10/2024 11:53:56"
"887221","4","82549","90","42","7/10/2024 17:52:48"
"887221","5","82549","90","46","9/10/2024 9:36:30"
"887221","6","82549","100","42","9/10/2024 9:45:18"
"887221","7","82549","100","42","7/10/2024 15:27:46"
"887221","8","82549","100","42","9/10/2024 14:02:35"
"887221","9","82549","100","42","9/10/2024 10:30:06"
"887221","10","82549","100","39","9/10/2024 9:50:14"
"887221","11","82549","100","26","9/10/2024 10:08:41"
"887222","1","82549","110","42","7/10/2024 14:55:11"
"887222","2","82549","110","42","7/10/2024 14:38:10"
"887222","3","82549","110","42","9/10/2024 9:38:51"
"887222","4","82549","110","42","9/10/2024 14:08:05"
"887222","5","82549","110","42","9/10/2024 11:46:50"
"887222","6","82549","110","26","7/10/2024 14:40:58"
"887222","7","82549","110","38","10/10/2024 14:40:45"
"887222","8","82549","120","42","9/10/2024 17:14:36"
"887222","9","82549","120","42","7/10/2024 17:27:00"
"887222","10","82549","120","42","9/10/2024 17:19:47"
"887222","11","82549","120","42","7/10/2024 15:35:03"
"887223","1","82549","120","42","9/10/2024 14:26:39"
"887223","2","82549","120","40","9/10/2024 14:34:44"
"887223","3","82549","120","38","7/10/2024 19:00:55"
"887223","4","82549","130","42","9/10/2024 17:16:21"
"887223","5","82549","130","42","9/10/2024 10:17:47"
"887223","6","82549","130","26","7/10/2024 18:51:53"
"887223","7","82549","130","36","10/10/2024 11:05:02"
"887223","8","82549","140","42","9/10/2024 9:31:30"
"887223","9","82549","140","30","9/10/2024 14:08:21"
"887223","10","82549","150","42","7/10/2024 19:02:17"
"887223","11","82549","160","25","7/10/2024 18:56:58"
"887234","3","DH2050-51","4","34","10/10/2024 16:59:01"
"887234","5","DH2050-51","4","34","10/10/2024 16:29:54"
"887234","7","DH2050-51","4","32","10/10/2024 16:12:30"
"887243","1","518515","SM","25","4/10/2024 4:11:45"
"887243","2","518515","MED","50","4/10/2024 10:09:25"
"887243","3","518515","LG","25","4/10/2024 5:29:32"
"887246","1","518503","1X","25","4/10/2024 3:24:16"
"887246","2","518503","2X","25","4/10/2024 3:17:06"
"887248","1","500312","MED","50","10/10/2024 1:50:29"
"887248","2","500312","LG","28","10/10/2024 1:46:16"
"887250","1","501638","SM","8","10/10/2024 6:16:37"
"887250","2","501638","MED","20","10/10/2024 1:33:18"
"887250","3","501638","LG","20","10/10/2024 4:07:31"
"887251","1","501639","1X","20","10/10/2024 2:35:29"
"887251","2","501639","2X","20","10/10/2024 1:18:20"
"887257","1","214949","MED","28","10/10/2024 3:23:48"
"887257","2","214949","LG","28","10/10/2024 3:50:57"
"887257","3","214949","XL","4","10/10/2024 10:23:29"
"887261","1","82549","85","43","10/10/2024 13:23:37"
"887261","2","82549","85","8","10/10/2024 14:04:54"
"887261","3","82549","90","43","10/10/2024 12:32:54"
"887261","4","82549","90","43","10/10/2024 12:44:02"
"887261","5","82549","90","43","10/10/2024 13:38:12"
"887261","6","82549","100","43","10/10/2024 12:39:03"
"887261","7","82549","100","43","10/10/2024 13:29:22"
"887261","8","82549","100","43","10/10/2024 14:03:09"
"887261","9","82549","100","43","10/10/2024 13:56:21"
"887261","10","82549","100","43","10/10/2024 12:54:18"
"887261","11","82549","100","17","10/10/2024 13:29:18"
"887262","1","82549","110","43","10/10/2024 14:32:26"
"887262","2","82549","110","43","10/10/2024 16:00:04"
"887262","3","82549","110","43","10/10/2024 15:52:33"
"887262","4","82549","110","43","10/10/2024 15:55:02"
"887262","5","82549","110","43","10/10/2024 16:31:55"
"887262","6","82549","110","43","10/10/2024 16:40:27"
"887262","7","82549","110","17","11/10/2024 9:01:37"
"887262","8","82549","120","43","10/10/2024 15:25:50"
"887262","9","82549","120","43","10/10/2024 15:25:11"
"887262","10","82549","120","43","10/10/2024 16:47:18"
"887262","11","82549","120","43","11/10/2024 9:06:11"
"887263","2","82549","120","43","11/10/2024 10:22:42"
"887263","5","82549","130","43","11/10/2024 8:58:49"
"887263","6","82549","130","43","11/10/2024 10:12:17"
"887263","8","82549","140","43","11/10/2024 9:34:54"
"887265","1","519020","XS","3","6/10/2024 1:52:03"
"887265","2","519020","SM","13","7/10/2024 17:16:43"
"887265","3","519020","MED","12","6/10/2024 1:45:36"
"887265","4","519020","LG","11","7/10/2024 17:19:38"
"887265","5","519020","XL","14","6/10/2024 1:49:14"
"887273","1","510359","LG","7","9/10/2024 16:04:30"
"887273","2","510359","XL","4","9/10/2024 16:08:31"
"887282","1","214949","SM","3","2/10/2024 10:29:31"
"887282","2","214949","MED","21","2/10/2024 10:18:12"
"887282","3","214949","LG","14","2/10/2024 10:26:35"
"887282","4","214949","XL","11","2/10/2024 10:22:18"
"887298","1","505542","3X","18","3/10/2024 15:09:45"
"887303","1","515668","MED","12","5/10/2024 13:11:00"
"887303","2","515668","LG","12","5/10/2024 13:46:05"
"887304","2","512747","MED","14","10/10/2024 16:11:13"
"887305","1","508104","XS","8","5/10/2024 13:07:36"
"887305","3","508104","MED","21","4/10/2024 18:04:52"
"887305","7","508104","XL","21","4/10/2024 16:59:07"
"887306","1","510140","XS","10","4/10/2024 18:10:05"
"887306","2","510140","SM","10","5/10/2024 13:14:09"
"887306","3","510140","MED","21","4/10/2024 17:03:39"
"887306","4","510140","LG","14","4/10/2024 17:34:54"
"887306","5","510140","LG","14","4/10/2024 16:54:12"
"887306","6","510140","XL","14","4/10/2024 16:36:20"
"887334","1","511705","MED","25","7/10/2024 18:34:08"
"887334","2","511705","LG","22","7/10/2024 17:47:32"
"887334","3","511705","XL","22","7/10/2024 18:14:08"
"887356","1","207242","LG","64","5/10/2024 15:04:45"
"887356","2","207242","XL","69","5/10/2024 18:06:10"
"887359","1","501639","1X","30","6/10/2024 4:51:03"
"887359","2","501639","2X","40","6/10/2024 4:59:32"
"887360","1","298358","SM","24","10/10/2024 15:08:18"
"887360","2","298358","MED","47","10/10/2024 13:16:35"
"887360","3","298358","LG","22","10/10/2024 13:09:29"
"887361","1","511699","SM","26","5/10/2024 14:56:53"
"887363","1","207241","1X","47","10/10/2024 4:36:37"
"887363","2","207241","1X","24","10/10/2024 6:14:48"
"887363","3","207241","2X","46","10/10/2024 5:19:45"
"887363","4","207241","2X","22","10/10/2024 5:43:30"
"887364","1","508042","MED","26","10/10/2024 15:00:58"
"887364","2","508042","LG","22","10/10/2024 14:52:43"
"887364","3","508042","XL","26","10/10/2024 14:11:43"
"887365","1","214948","3X","22","10/10/2024 13:15:33"
"887366","1","517794","SM","24","8/10/2024 0:00:02"
"887366","2","517794","MED","15","8/10/2024 5:38:45"
"887366","3","517794","LG","15","8/10/2024 1:07:48"
"887367","1","511699","MED","22","7/10/2024 18:16:50"
"887367","2","511699","LG","26","5/10/2024 14:17:49"
"887368","1","207240","XS","20","4/10/2024 19:39:43"
"887368","2","207240","SM","47","4/10/2024 6:15:32"
"887368","3","207240","MED","47","4/10/2024 21:11:26"
"887368","4","207240","MED","26","4/10/2024 6:20:20"
"887368","5","207240","LG","47","4/10/2024 6:40:50"
"887368","6","207240","LG","26","4/10/2024 6:25:51"
"887368","7","207240","XL","44","4/10/2024 20:14:57"
"887369","1","217051","2X","24","10/10/2024 6:27:16"
"887370","1","300325","SM","24","3/10/2024 18:05:47"
"887370","2","300325","MED","26","3/10/2024 17:20:49"
"887373","1","508985","XL","26","10/10/2024 14:17:19"
"887374","1","207239","1X","22","10/10/2024 16:54:37"
"887374","2","207239","2X","23","10/10/2024 11:40:16"
"887374","3","207239","3X","22","10/10/2024 12:56:35"
"887376","1","518515","MED","22","9/10/2024 23:04:54"
"887376","2","518515","LG","24","10/10/2024 6:36:44"
"887378","1","278729","XS","26","10/10/2024 5:11:25"
"887378","2","278729","SM","18","10/10/2024 3:47:33"
"887378","3","278729","MED","12","10/10/2024 10:33:09"
"887378","4","278729","LG","18","10/10/2024 4:38:38"
"887381","1","517794","XL","20","7/10/2024 23:44:11"
"887386","1","278716","XS","25","10/10/2024 11:11:56"
"887386","2","278716","MED","46","10/10/2024 5:44:10"
"887393","1","217052","SM","23","10/10/2024 14:44:54"
"887393","2","217052","LG","51","10/10/2024 15:00:57"
"887399","1","518515","SM","25","10/10/2024 1:42:12"
"887399","2","518515","MED","24","10/10/2024 16:57:45"
"887407","1","298358","XS","23","10/10/2024 11:20:14"
"887407","2","298358","SM","47","10/10/2024 6:25:31"
"887407","3","298358","MED","47","10/10/2024 8:40:12"
"887407","4","298358","LG","25","10/10/2024 11:43:25"
"887407","5","298358","XL","26","10/10/2024 10:23:06"
"887419","1","504455","2X","10","10/10/2024 17:42:39"
"887419","2","504455","3X","10","10/10/2024 16:53:32"
"887420","1","504453","MED","9","10/10/2024 16:55:10"
"887420","2","504453","LG","30","10/10/2024 17:14:39"
"887420","3","504453","XL","10","10/10/2024 17:34:18"
"887428","1","508042","SM","24","10/10/2024 16:22:18"
"887428","2","508042","XL","20","10/10/2024 14:34:34"
"887430","1","298358","XS","24","10/10/2024 13:18:48"
"887430","2","298358","SM","15","10/10/2024 13:20:38"
"887430","5","298358","XL","20","10/10/2024 15:12:24"
"887433","1","518503","1X","20","10/10/2024 7:52:23"
"887440","1","500798","XS","19","3/10/2024 15:59:06"
"887441","1","522586","SM","29","5/10/2024 13:51:45"
"887441","2","522586","MED","27","7/10/2024 13:41:50"
"887441","3","522586","MED","31","9/10/2024 16:01:32"
"887441","4","522586","MED","29","9/10/2024 14:25:55"
"887441","5","522586","LG","31","7/10/2024 17:00:20"
"887441","6","522586","LG","30","5/10/2024 13:49:09"
"887441","7","522586","LG","28","7/10/2024 18:19:59"
"887441","8","522586","LG","29","7/10/2024 19:10:11"
"887441","9","522586","LG","30","7/10/2024 18:23:18"
"887441","10","522586","XL","29","7/10/2024 17:43:09"
"887441","11","522586","XL","31","7/10/2024 13:48:57"
"887441","12","522586","XL","30","9/10/2024 15:06:34"
"887441","13","522586","XL","25","9/10/2024 16:04:31"
"887441","14","522586","XXL","6","9/10/2024 19:29:07"
"887442","1","522586","SM","45","10/10/2024 17:00:35"
"887444","1","82533","85","32","7/10/2024 14:01:34"
"887444","2","82533","85","44","7/10/2024 17:11:48"
"887444","3","82533","90","32","4/10/2024 17:58:59"
"887444","4","82533","90","32","5/10/2024 15:10:01"
"887444","5","82533","90","32","5/10/2024 10:07:00"
"887444","6","82533","90","21","5/10/2024 10:14:52"
"887444","7","82533","100","32","7/10/2024 17:20:14"
"887444","8","82533","100","32","5/10/2024 13:16:14"
"887444","9","82533","100","22","9/10/2024 10:41:04"
"887444","10","82533","110","42","5/10/2024 11:26:55"
"887444","11","82533","110","32","7/10/2024 15:52:12"
"887444","12","82533","120","32","5/10/2024 13:55:59"
"887445","1","300325","MED","24","4/10/2024 17:51:39"
"887445","2","300325","LG","20","4/10/2024 15:28:59"
"887445","3","300325","XL","21","4/10/2024 17:05:31"
"887452","1","518503","2X","26","10/10/2024 8:22:08"
"887456","1","501643","SM","24","7/10/2024 16:51:05"
"887456","2","501643","MED","24","10/10/2024 16:16:25"
"887494","1","82534","85","31","9/10/2024 19:06:55"
"887494","2","82534","85","30","9/10/2024 9:09:01"
"887494","3","82534","85","23","9/10/2024 19:40:12"
"887494","4","82534","85","24","7/10/2024 15:14:50"
"887494","5","82534","90","31","9/10/2024 10:20:53"
"887494","6","82534","90","30","7/10/2024 18:37:44"
"887494","7","82534","90","25","7/10/2024 15:27:12"
"887494","8","82534","90","25","7/10/2024 15:08:16"
"887494","9","82534","90","32","7/10/2024 15:43:19"
"887494","10","82534","100","31","7/10/2024 15:48:51"
"887494","11","82534","100","30","7/10/2024 15:39:16"
"887494","12","82534","100","25","7/10/2024 16:59:54"
"887494","13","82534","100","25","7/10/2024 18:19:46"
"887494","14","82534","100","18","9/10/2024 19:37:16"
"887494","15","82534","110","31","7/10/2024 15:34:06"
"887494","16","82534","110","30","7/10/2024 15:24:59"
"887494","17","82534","110","25","7/10/2024 17:14:05"
"887494","18","82534","120","29","9/10/2024 19:48:00"
"887495","1","82533","85","25","3/10/2024 17:36:13"
"887495","2","82533","85","25","3/10/2024 18:05:03"
"887495","3","82533","85","25","3/10/2024 17:32:03"
"887495","4","82533","85","25","3/10/2024 18:08:16"
"887495","5","82533","85","25","3/10/2024 18:30:16"
"887495","6","82533","85","25","3/10/2024 18:33:27"
"887495","7","82533","85","22","3/10/2024 19:09:59"
"887495","8","82533","90","25","3/10/2024 18:59:39"
"887495","9","82533","90","25","3/10/2024 19:06:31"
"887495","10","82533","90","25","3/10/2024 18:37:12"
"887495","11","82533","90","25","3/10/2024 19:03:09"
"887495","12","82533","90","25","3/10/2024 17:27:56"
"887495","13","82533","90","25","3/10/2024 18:42:35"
