period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,issues_review_menor_7_dias,issues_en_revision_total,historias_fix_version_deploy,cantidad_historias_deploy,repos_activos_con_nomenclatura_estandar,total_repositorios_en_uso,promedio_tiempo_aprobacion_pr,promedio_tamano_pr,repos_gobernados_chimera_activos,promedio_tiempo_integracion,promedio_tiempo_builds,pipelines_ejecuciones_exitosas,pipelines_ejecuciones_totales,promedio_tiempo_reparacion_builds,repos_sonarqube_ok_activos,repos_conectados_sonarqube,items_pruebas_desplegados_xray,items_desplegados_totales
01-Jun,GSD,GSD,PAYMENT,860,TRACKING PAYMENT,11,12,12,15,10,14,1.68,14,8,2.86,39.5,12,13,77,11,12,12,12
01-Jul,CIB,SW DELIVERY,ACCOUNTING & CORE BANKING,1181,CORE BANKING,12,13,9,12,3,4,1.23,666.5,3,1.4,43,8,10,90.5,9,9,10,10
01-Aug,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,280,ASSET MANAGEMENT - INFORMACIONAL & WEBS,13,15,7,12,14,15,1.82,212,13,1.92,49,3,3,87,9,10,12,12
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,573,CANALES ASISTIDOS IVR/CBs,8,9,12,14,12,14,1.81,556.5,10,2.07,46.5,11,11,11.5,10,10,12,12
01-Aug,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,864,CLIENT SOLUTIONS,8,10,8,12,14,14,1.34,46,7,3.28,45,9,9,98,10,10,4,4
01-Aug,CFE,R&IC,,1259,NFR,7,11,9,12,3,4,1.59,212,3,2.33,43.5,10,12,48.5,7,8,9,9
01-Jul,CFE,R&IC,,1268,CROSS DATA & AML,0,3,6,8,8,10,1.26,631.5,8,1.09,30,12,14,82,8,10,14,14
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,14,CIB06 ALYC,1,2,9,13,7,9,1.38,23,7,1.29,49.5,9,10,125.5,14,14,8,8
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,567,VENTAS ASISTIDAS CAP,6,9,14,15,4,4,2.83,103,4,1.25,33,9,9,105.5,0,1,12,12
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,559,PAYMENTS,6,9,11,14,7,9,1.54,135.5,9,4.82,8,13,14,49,13,14,8,8
01-Jun,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,284,INSURANCE - DISTRIBUCION,10,11,10,12,5,7,1.6,439.5,7,2.96,46.5,5,5,12.5,7,8,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,20,RB07 CONTACT CENTER / GESTION DE MORA,1,2,9,10,10,12,2.64,70,6,1.92,37.5,10,12,6.5,3,4,8,8
01-Aug,PERU,SYSTEMS,RETAIL,762,ATMS Y AUTOSERVICIOS,8,11,10,13,5,6,1.04,50,5,2.32,6,0,1,74.5,8,8,10,10
01-Aug,VENEZUELA,SYSTEMS,CROSS SERVICES,682,ACCOUNTS,8,10,4,5,8,8,1.26,517,6,4.97,31.5,12,13,17.5,9,10,13,13
01-Jun,GSD,GSD,SECURITY GSD,861,S-SDLC PROCESSES GLOBAL,10,14,9,14,7,7,1.59,413.5,7,1.04,48,13,13,29,12,13,14,14
01-Jul,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,303,PRIVATE BANKING,12,13,11,12,13,13,1.75,18,8,1.54,37,5,7,89.5,7,8,10,10
01-Aug,VENEZUELA,SYSTEMS,CROSS SERVICES,683,CROSS SYSTEMS,7,14,8,9,10,11,1.13,649.5,6,3.31,31,7,8,21.5,5,6,11,11
01-Aug,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1062,PIVOT - VIRTUAL ACCOUNTS,7,8,9,14,13,13,1.4,313.5,7,1.59,38.5,10,14,79.5,8,10,6,6
01-Jun,CFE,R&IC,,1245,CONTROL INTERNO DE RIESGOS,10,13,6,7,8,8,1.82,608.5,6,2.82,34,4,5,73.5,10,12,10,10
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,420,LOCAL SERVICES,9,12,1,2,13,13,2.22,129.5,12,2.14,38.5,4,6,63,8,10,8,8
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,12,CIB04 GLOBAL MARKET,9,13,11,13,12,14,1.2,181.5,14,5.24,37,12,12,32.5,7,8,5,5
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,32,TRANSFORMACION NEXTGEN,11,12,10,12,3,3,1.1,122.5,2,1.9,46,7,9,105,10,15,14,14
01-Aug,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,440,API CHANNEL,13,15,9,10,10,11,1.15,511,9,4.34,18.5,7,8,91,12,13,3,3
01-Jun,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,256,COBRANDED,12,13,6,9,8,10,2.69,412.5,10,1.64,43.5,10,10,88,7,9,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,60,AR25 PEOPLE NEXTGEN,8,14,3,5,10,12,1.38,394,11,5.36,10.5,11,13,100,11,11,3,3
01-Jun,MEXICO,SYSTEMS ENGINEERING,RETAIL,435,CRM,12,14,8,11,6,6,2.6,531.5,4,2.08,37,10,10,69,9,10,13,13
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,63,AR28 PAGOS Y COBROS,7,10,6,7,8,8,1.45,671.5,8,1.23,50,10,12,73.5,6,7,3,3
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,558,GLOBAL MARKET & COMEX,9,10,5,8,10,12,1.98,113,10,3.9,33.5,9,11,82.5,7,9,13,13
01-Jul,CFE,R&IC,,1259,NFR,10,11,10,11,10,12,2.54,299.5,11,5.27,13.5,10,13,18,14,15,8,8
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,413,ATMS & INFRASTRUCTURE,8,15,10,13,6,6,1.48,642,5,3.54,9,10,12,87.5,4,6,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,56,AR21 SERVICIOS CORE FINANCIEROS,4,7,9,10,11,13,1.31,690,12,4.23,15.5,10,11,20.5,12,13,4,4
01-Jun,PERU,SYSTEMS,RETAIL,763,BRANCHES & SALES ADVISORY,8,9,7,10,9,10,1.15,647.5,10,4.75,27,11,11,19,7,8,8,8
01-Jul,VENEZUELA,SYSTEMS,BANKING SYSTEMS,690,RISK,3,6,4,7,14,14,1.56,106,13,2.53,37,13,13,122,10,11,7,7
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,33,AR31 PAQUETES Y TARJETAS,7,14,4,5,14,14,1.38,51.5,12,3.06,31.5,4,5,66,1,3,12,12
01-Jul,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,876,DATIO-AR MODELOS LOCALES,9,11,6,7,12,13,1.76,505,8,1.5,27.5,14,14,104,2,4,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,33,AR31 PAQUETES Y TARJETAS,8,15,6,8,5,6,1.69,443.5,4,1.08,21.5,7,8,103.5,10,11,6,6
01-Jul,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,274,INFRAESTRUCTURA OPERACIONAL,9,13,11,13,5,5,1.78,604,3,1.86,19.5,10,11,64,2,3,4,4
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,448,CLIENTS,7,11,2,5,12,12,1.61,5.5,8,1.79,32,6,8,69.5,10,13,10,10
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,17,AR30 TESORO y CAJA,5,7,0,1,8,9,2.38,92,6,1.05,37.5,9,11,111,8,10,10,10
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,569,FINANZAS,8,11,10,12,6,8,2.38,73.5,7,4.16,9,13,14,29.5,12,13,12,12
01-Jul,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1062,PIVOT - VIRTUAL ACCOUNTS,7,14,10,12,11,12,1.92,492,12,2.79,47,5,5,28,11,12,14,14
01-Jun,MEXICO,SYSTEMS ENGINEERING,INSURANCE,424,CORE CROSS,10,13,6,9,10,10,1.6,30.5,10,4.59,15.5,6,7,42,11,13,8,8
01-Jul,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,691,COMPLIANCE & DATA,4,7,8,9,10,12,1.85,545.5,11,1.3,49.5,12,13,4,9,9,15,15
01-Jul,PERU,SYSTEMS,CROSS SYSTEMS,745,COMMERCIAL SUPPORT,7,9,2,3,11,11,2.22,50.5,7,4.93,18,14,14,83.5,11,12,7,7
01-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,884,GP2 - HORUS,11,13,10,13,12,14,1.88,149,12,1.3,41,9,15,17.5,6,7,11,11
01-Jun,CIB,DATA ENGINEERING,ANALYTICS,1144,SUSTAINABILITY SOLUTIONS,11,13,4,5,12,15,2.82,183,12,1.28,38,9,11,96,10,14,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,21,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNOS,7,9,9,11,9,14,1.56,118.5,14,4.8,8.5,9,9,61.5,12,13,13,13
01-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,305,WEB CHANNEL,10,14,3,5,8,15,1.88,399.5,15,2.87,34.5,9,15,23.5,11,14,9,9
01-Jul,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,280,ASSET MANAGEMENT - INFORMACIONAL & WEBS,7,12,11,12,8,10,2.28,352.5,8,2.99,46,10,11,20.5,13,14,12,12
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,588,Z COLOMBIA,10,13,8,15,9,13,1.69,102.5,12,2.31,49.5,14,15,16,12,13,5,5
01-Aug,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,303,PRIVATE BANKING,7,8,5,8,15,15,1.69,145.5,9,1.13,49,9,10,82.5,13,13,13,13
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,415,SYSTEMS CONTACT CENTER,12,14,8,11,12,12,2.93,143.5,12,1.09,49.5,6,8,39.5,6,8,10,10
01-Aug,MEXICO,SYSTEMS ENGINEERING,RETAIL,437,MULTICHANNEL RETAIL,11,13,12,14,2,2,1.28,637,2,2.37,41.5,10,12,121.5,10,12,8,8
01-Jun,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,282,INSURANCE - AHORRO Y PREVISION,9,10,9,10,5,7,1.71,624.5,7,3.24,28.5,6,7,116.5,13,14,10,10
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,575,NET,12,14,7,10,9,14,1.39,666.5,13,1.86,47,12,13,86.5,8,8,12,12
01-Jul,ESPANA,SYSTEMS ENGINEERING,ALPHA,255,CLIENTS REGULATORY COMPLIANCE,4,7,8,14,10,10,1.53,68.5,9,4.45,4,6,6,4,11,13,14,14
01-Jun,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1049,SALES SALESFORCE - CCS,1,2,6,9,6,6,1.64,642,6,2.12,39.5,4,5,67,3,3,12,12
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,581,SEGUROS PROCESOS,7,8,9,11,4,6,1.92,684.5,4,3.83,13,9,10,95,12,12,14,14
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,579,SEGUROS AUTOMATION,3,4,1,4,10,10,2.19,522,8,1.59,40.5,12,12,81,8,9,11,11
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,39,RB01 RETAIL WEB / WEBS PARTICULARES,9,11,5,8,13,15,1.44,623.5,7,3.54,9,13,15,79.5,8,10,14,14
01-Aug,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,442,DIGITAL SMEs,7,12,11,12,1,1,1.18,17,1,4.84,39.5,7,7,88.5,7,8,8,8
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,54,AR38 SALUD FINANCIERA,9,14,9,13,7,8,1.58,15,6,2.28,9,9,14,71.5,3,5,6,6
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,RIESGOS MAYORISTAS,25,CF05 RISKS / RIESGOS MAYORISTA,11,15,5,8,5,5,1.77,148,3,3.46,42.5,9,9,5,10,12,15,15
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,586,"RIESGOS REPORTING, NORMATIVOS",11,12,10,13,5,7,1.97,56,7,4.6,33.5,13,13,3,11,13,6,6
01-Jun,CFE,FINANCE,,1247,RENTABILIDAD & PERFORMANCE MANAGEMENT,6,8,11,14,8,11,2.55,10,9,4.87,14.5,12,12,110.5,9,9,13,13
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,60,AR25 PEOPLE NEXTGEN,8,9,9,13,9,9,1.54,620,7,1.49,37,10,11,117.5,10,10,8,8
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,289,CONTABILIDAD Y REAL ESTATE,5,8,9,10,8,8,1.64,86,8,1.81,48,10,12,64.5,3,4,12,12
01-Jul,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,1179,TRANSACTION REPORTING & RECONCILIATIONS,11,14,8,9,11,13,1.52,26,9,1.87,47,5,6,81.5,12,12,13,13
01-Aug,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,692,FINANCE,4,5,13,14,8,10,2.36,168.5,8,2.05,41.5,8,15,66.5,13,13,6,6
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,67,PE01 PENSIONS,9,12,10,11,3,5,1.24,133.5,3,1.85,45.5,8,14,2.5,14,14,2,2
01-Jul,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,288,SERVICIOS BANCARIOS (COBROS Y PAGOS),6,9,9,11,8,10,1.61,474,9,2.53,42.5,10,12,104,13,13,14,14
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,413,ATMS & INFRASTRUCTURE,11,14,9,10,7,8,1.79,326.5,8,2.69,49,3,5,37,13,13,12,12
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,42,AR17 ENGINEERING SERVICES,10,13,7,9,11,14,1.72,573,13,1.58,47,8,9,7.5,15,15,7,7
01-Jul,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,835,DATAHUB R&F,3,6,10,13,11,13,1.73,37.5,11,5.35,7,9,9,73,10,10,14,14
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,452,PAYROLLS AND TRANSFERS,11,15,12,15,3,3,2.64,612,1,1.63,22.5,14,14,87,12,14,11,11
01-Jul,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,1191,POSITION KEEPING & RISK MANAGEMENT (LEGACY),4,7,8,10,10,13,1.69,376.5,13,5.34,32.5,10,10,37,12,12,14,14
01-Aug,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,427,BANXICO,12,13,10,13,5,6,1.61,667.5,6,1.35,42,13,15,69.5,14,15,8,8
01-Aug,GSD,GSD,DEVOPS & SW DEV TOOLS,855,TESTING TOOLS,3,4,2,4,8,8,1.71,593.5,8,2.72,40,2,3,112,12,12,11,11
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CORE,566,PROCESS AUTOMATION,9,14,4,5,10,12,1.12,382.5,6,2.94,45.5,7,8,63,5,6,8,8
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,75,EB01 ENTERPRISE WEB / WEB EMPRESAS,7,13,7,13,10,10,1.33,118,8,1.87,49,9,15,25.5,9,10,10,10
01-Jun,PERU,DATA,DATAHUB,900,DATIO CLIENT SOLUTIONS,3,6,6,12,4,6,1.76,33,5,3.4,42,8,8,20,9,9,14,14
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,30,DEVOPS AR,9,11,7,8,4,5,1.92,52.5,5,4.53,28,9,10,69,10,10,9,9
01-Jul,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,869,DATA FINANCE,8,9,13,14,10,11,2.9,122,10,1.83,49.5,14,14,19.5,1,3,6,6
01-Aug,CIB,SW DELIVERY,RISK,1175,XVA,13,14,7,10,13,15,1.82,657.5,15,3.25,6.5,11,13,60,11,15,9,9
01-Aug,MEXICO,SYSTEMS ENGINEERING,SYSTEMS STRATEGY & TRANSFORMATION,433,DEVOPS & SW DEVELOPMENT TOOLS,11,13,7,14,8,8,1.45,343,7,5.3,28.5,10,12,93,4,4,5,5
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,270,VENTA DE CARTERAS,11,14,9,11,4,4,1.95,459,2,2.03,2.5,8,8,66.5,1,3,9,9
01-Jun,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,288,SERVICIOS BANCARIOS (COBROS Y PAGOS),10,13,3,5,12,14,1.65,120,12,5.49,12.5,12,13,70,11,11,15,15
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,451,LOANS,2,3,1,4,10,10,1.39,399,8,3.5,23,9,14,25,2,4,11,11
01-Jun,PERU,SYSTEMS,RISK,738,COLLECTIONS,11,12,4,5,9,9,2.19,645,7,2.89,3.5,8,8,17,0,1,6,6
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,451,LOANS,10,12,7,8,9,11,1.73,197,10,2.92,50,10,13,70.5,7,8,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,67,PE01 PENSIONS,13,14,0,3,11,11,1.17,21,7,2.7,48,12,14,71.5,8,10,11,11
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,582,SEGUROS SISTEMAS ESPECIALIZADOS,10,14,10,11,14,14,1.17,332.5,12,3.7,48,9,10,83.5,10,14,9,9
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,70,AR42 ETPB,5,8,9,12,10,11,2.83,358.5,6,2.05,40.5,10,11,101,9,10,13,13
01-Jul,GSD,GSD,SECURITY GSD,861,S-SDLC PROCESSES GLOBAL,9,11,6,7,12,14,1.98,51,12,4.24,22.5,14,15,103,9,9,11,11
01-Jun,CIB,DATA ENGINEERING,RISK DATA,1147,GMRU ANALYTICS,7,13,14,15,9,9,1.79,305,9,4.36,31,6,7,39,11,11,12,12
01-Jun,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,431,SUBSCRIPTIONS AND SERVICES,1,3,6,9,10,11,2.04,566,6,1.97,30,9,11,76.5,13,14,7,7
01-Jun,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,443,DIGITAL WORKPLACE & CRM,6,7,6,8,13,13,2.51,113.5,9,1.05,46,3,5,28,7,7,14,14
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,43,AR18 AUTOMATIZACION DE PROCESOS,4,5,11,13,11,13,1.88,497,12,2.86,9,9,10,23,0,1,14,14
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,69,AR37 WEB PUBLICA EMPRESAS,10,11,11,14,9,11,2.96,43,9,4.99,29.5,9,9,66.5,3,3,7,7
01-Aug,PERU,SYSTEMS,FINANCE,744,FINANCE,10,12,5,6,11,12,1.73,628,10,2.6,36,9,10,76.5,13,15,5,5
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,78,AM03 CONSUMER FINANCE,9,12,1,3,6,6,1.46,633.5,6,4.34,8.5,13,14,111.5,12,13,13,13
01-Jul,PERU,DATA,DATAHUB,900,DATIO CLIENT SOLUTIONS,10,15,9,12,6,8,1.3,100,7,4,3.5,4,6,114,4,4,12,12
01-Jul,CFE,RISK,,1254,WHOLESALE CREDIT RISK,6,9,13,14,9,10,1.08,131,6,3.56,46.5,10,13,15.5,6,7,14,14
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,45,AR36 LOCAL SERVICES,7,10,12,13,9,10,1.75,400.5,8,2.94,49,10,12,0.5,11,11,5,5
01-Jun,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,DOMESTIC TREASURY MANAGEMENT,1052,PLATAFORMA ETPB,8,9,12,13,3,3,1.63,365,3,4.07,18.5,6,8,4.5,3,4,11,11
01-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,455,EQUITY,11,13,7,10,4,6,1.23,21.5,6,3.52,48,7,9,71,9,10,5,5
01-Jul,PERU,DATA,DATAHUB,901,DATIO ENGINEERING,6,7,0,3,10,11,1.02,81,10,4.68,7.5,9,13,68,15,15,11,11
01-Aug,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,370,INSURANCE - AHORRO Y PREVISION,8,11,6,15,4,6,1.64,241.5,6,1.68,43.5,12,14,64,12,14,9,9
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,14,CIB06 ALYC,1,4,3,6,1,1,1.65,76,0,1.41,28,9,11,15.5,12,13,11,11
01-Aug,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,430,METHODS,7,8,11,12,9,11,1.17,690.5,11,4.75,0.5,9,13,26.5,7,8,6,6
01-Aug,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,260,COMEX,8,14,3,4,9,12,2.22,286.5,11,3.29,17,11,14,66.5,2,4,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,269,"VALORES, FONDOS INTERNACIONALES, DEPOSITARIA Y ACCIONISTAS",9,11,7,8,6,8,1.45,409,7,5.16,31,7,8,69.5,9,9,14,14
01-Jun,VENEZUELA,SYSTEMS,BANKING SYSTEMS,690,RISK,4,6,10,11,15,15,1.39,221.5,7,5.48,24,5,6,99.5,12,13,13,13
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1066,FACTORIA ENTERPRISE CLIENTS AMERICA,5,8,5,7,11,13,2,304,11,2.84,36,12,13,4,2,4,2,2
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,82,PA03 PSP - MERCURIO,6,7,4,6,14,14,2.66,319.5,12,5.41,15.5,9,11,108.5,9,9,13,13
01-Jul,ESPANA,SYSTEMS ENGINEERING,ALPHA,252,ALPHA CORE PLATFORM,7,10,10,11,13,14,2.37,579,6,1.74,23.5,8,9,90,4,6,14,14
01-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1065,DIGITAL SIGNING,9,12,4,6,12,13,1.92,324.5,10,2.45,46.5,12,12,60.5,4,5,11,11
01-Jun,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,289,CONTABILIDAD Y REAL ESTATE,8,12,8,11,9,11,1.29,497,9,3.37,28,8,13,74,13,15,7,7
01-Jun,MEXICO,SYSTEMS ENGINEERING,INSURANCE,425,INFORMATIONAL,10,13,9,10,7,7,1.74,554.5,5,2.64,44,3,4,4,7,9,6,6
01-Aug,VENEZUELA,SYSTEMS,PAYMENT,686,MERCHANTS ACQUIARING,3,5,11,14,7,7,1.36,446,7,4.45,26.5,6,7,64.5,9,10,9,9
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,448,CLIENTS,7,10,7,10,2,2,2.34,177.5,1,3.01,38,11,11,114.5,11,12,8,8
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,44,AR19 DIGITALIZACION DE IMPRESIONES,9,13,10,11,3,5,1.72,229,4,1.77,46.5,10,14,9,6,6,11,11
01-Aug,CIB,SW DELIVERY,DIGITAL ASSETS,1182,DIGITAL ASSETS,12,13,12,14,11,13,1.78,472,11,2.82,45.5,11,13,3,7,8,15,15
01-Aug,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,262,ENTERPRISE CLIENTS OPERATIONS,5,8,7,9,1,1,1.35,464.5,0,2.23,47.5,2,2,37.5,12,13,6,6
01-Jun,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,841,"T&C, CROSS Y ENGINEERING INGESTAS",5,8,8,15,3,4,1.79,476,4,2.38,40.5,8,8,101,10,12,9,9
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,572,CANALES ASISTIDOS ATMs/RPA,7,11,6,13,11,13,2.66,684.5,7,1.73,14.5,13,15,101.5,13,14,13,13
01-Aug,CIB,DATA ENGINEERING,RISK DATA,1147,GMRU ANALYTICS,11,12,6,10,4,5,1.32,177.5,5,4.53,37.5,9,10,66.5,11,11,11,11
01-Jul,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,273,"DOC, TTGG, LIQUIDACION",6,9,4,5,2,2,2.87,633.5,0,2.27,9.5,4,6,23,5,5,9,9
01-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,303,PRIVATE BANKING,4,5,6,15,6,6,1.87,60,6,2,46,10,11,79,5,7,10,10
01-Aug,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,1056,PIVOT DATA,11,14,12,15,6,8,1.74,410.5,8,1.85,47,2,2,65.5,7,8,14,14
01-Jun,PERU,SYSTEMS,RISK,739,RISKS,8,12,12,13,14,14,1.74,43,9,1.23,48.5,12,14,118.5,10,12,7,7
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,77,EB03 CANALES EMPRESAS,9,10,13,15,11,13,1.87,264.5,8,4.52,34.5,9,9,61,13,13,15,15
01-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,453,ASSET MANAGEMENT,13,14,4,7,9,12,1.89,45.5,12,3.49,26.5,6,8,70.5,3,5,3,3
01-Aug,CFE,RISK,,1252,PROVISIONES,9,11,9,10,9,10,2.83,91.5,10,4.26,33.5,9,14,57.5,15,15,4,4
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,80,AM05 CONSUMER FINANCE,11,12,10,13,6,6,2.77,464,5,4.59,33.5,6,6,5,13,14,11,11
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,33,AR31 PAQUETES Y TARJETAS,13,15,5,7,12,14,1.77,1.5,12,1.46,36,9,12,125.5,13,14,3,3
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,STAFFING Y METODOLOGIA,26,AR35 BRANCHES / OFICINAS OPERATORIA,6,14,12,13,11,12,1.06,490,11,5.35,22,3,4,4.5,10,10,9,9
